,Sentence #,Word,Tag,Dictionary
263,Sentence: 1,เงินกู้,O,NO
264,Sentence: 1,ของ,O,NO
265,Sentence: 1,ธนาคาร,O,NO
266,Sentence: 1,เพื่อ,org_start,NO
267,Sentence: 1,การ,org_cont,front_org
268,Sentence: 1,พัฒนา,org_cont,NO
269,Sentence: 1,แห่ง,org_cont,NO
270,Sentence: 1,เอเชีย,org_end,NO
271,Sentence: 1,หรือ,O,NO
272,Sentence: 1,เอดีบี,org,NO
273,Sentence: 1,หรือไม่,O,NO
274,Sentence: 1,"
นาย",O,NO
275,Sentence: 1,ปองพล,O,NO
276,Sentence: 1,กล่าว,O,NO
277,Sentence: 1,ว่า,O,NO
278,Sentence: 1,เขา,O,NO
279,Sentence: 1,ไม่,O,NO
280,Sentence: 1,ทราบ,O,NO
281,Sentence: 1,เพราะ,O,NO
282,Sentence: 1,เขา,O,NO
283,Sentence: 1,เอง,O,NO
284,Sentence: 1,ไม่,O,NO
285,Sentence: 1,มี,O,NO
286,Sentence: 1,ปัญหา,O,NO
287,Sentence: 1,"
เรื่อง",O,NO
288,Sentence: 1,เงินกู้,O,NO
289,Sentence: 1,ดังกล่าว,O,NO
290,Sentence: 1,ก็,O,NO
291,Sentence: 1,เคย,O,NO
292,Sentence: 1,พา,O,NO
293,Sentence: 1,อธิบดี,O,NO
294,Sentence: 1,กรม,O,front_org
295,Sentence: 1,ต่างๆ,org,NO
296,Sentence: 1,ของ,O,NO
297,Sentence: 1,กระทรวง,O,front_org
298,Sentence: 1,เกษตร,org_start,NO
299,Sentence: 1,ฯ,org_end,NO
300,Sentence: 1,ไป,O,NO
301,Sentence: 1,ชี้แจง,O,NO
302,Sentence: 1,กับ,O,NO
303,Sentence: 1,หัวหน้า,O,NO
304,Sentence: 1,พรรค,O,NO
305,Sentence: 1,มา,O,NO
306,Sentence: 1,แล้ว,O,NO
307,Sentence: 1,"
ผู้",O,NO
308,Sentence: 1,สื่อ,O,NO
309,Sentence: 1,ข่าว,O,NO
310,Sentence: 1,ถาม,O,location_name
311,Sentence: 1,อีก,O,NO
312,Sentence: 1,ว่า,O,NO
313,Sentence: 1,เมื่อ,O,NO
314,Sentence: 1,มี,O,NO
315,Sentence: 1,เรื่อง,O,NO
316,Sentence: 1,เช่นนี้,O,NO
317,Sentence: 1,เกิด,O,NO
318,Sentence: 1,ขึ้น,O,NO
319,Sentence: 1,จะ,O,NO
320,Sentence: 1,ยัง,O,NO
321,Sentence: 1,อยู่,O,NO
322,Sentence: 1,กับ,O,NO
323,Sentence: 1,พรรค,O,NO
324,Sentence: 1,ชาติไทย,org,NO
325,Sentence: 1,ต่อไป,O,NO
326,Sentence: 1,หรือไม่,O,NO
327,Sentence: 1,"
นาย",O,NO
328,Sentence: 1,ปองพล,O,NO
329,Sentence: 1,ย้อน,O,NO
330,Sentence: 1,ถาม,O,location_name
331,Sentence: 1,ว่า,O,NO
332,Sentence: 1,"""",O,NO
333,Sentence: 1,ถาม,O,location_name
334,Sentence: 1,อะไร,O,NO
335,Sentence: 1,อย่าง,O,NO
336,Sentence: 1,นี้,O,NO
337,Sentence: 1,ล่ะ,O,NO
338,Sentence: 1,ยังไง,O,NO
339,Sentence: 1,ก็,O,NO
340,Sentence: 1,ต้อง,O,NO
341,Sentence: 1,อยู่,O,NO
342,Sentence: 1,สิ,O,location_name
343,Sentence: 1,"""",O,NO
344,Sentence: 1,"
ขนาด",O,NO
345,Sentence: 1,คลื่น,O,NO
346,Sentence: 1,ลม,O,NO
347,Sentence: 1,ใน,O,NO
348,Sentence: 1,มหาสมุทร,O,NO
349,Sentence: 1,อินเดีย,loc,NO
350,Sentence: 1,แรง,O,NO
351,Sentence: 1,แค่ไหน,O,NO
352,Sentence: 1,ผม,O,NO
353,Sentence: 1,ยัง,O,NO
354,Sentence: 1,ทน,O,NO
355,Sentence: 1,มา,O,NO
356,Sentence: 1,ได้,O,NO
357,Sentence: 1,นับประสา,O,NO
358,Sentence: 1,อะไร,O,NO
359,Sentence: 1,กับ,O,NO
360,Sentence: 1,คลื่น,O,NO
361,Sentence: 1,ลม,O,NO
362,Sentence: 1,ใน,O,NO
363,Sentence: 1,พรรค,O,NO
364,Sentence: 1,ชาติไทย,org,NO
365,Sentence: 1,"
ผู้",O,NO
366,Sentence: 1,สื่อ,O,NO
367,Sentence: 1,ข่าว,O,NO
368,Sentence: 1,ถาม,O,location_name
369,Sentence: 1,ต่อ,O,NO
370,Sentence: 1,อีก,O,NO
371,Sentence: 1,ว่า,O,NO
372,Sentence: 1,มี,O,NO
373,Sentence: 1,ความเห็น,O,NO
374,Sentence: 1,อย่างไร,O,NO
375,Sentence: 1,กับ,O,NO
376,Sentence: 1,โผ,O,NO
377,Sentence: 1,รายชื่อ,O,NO
378,Sentence: 1,ปรับ,O,NO
379,Sentence: 1,ครม.,O,NO
380,Sentence: 1,ของ,O,NO
381,Sentence: 1,พรรค,O,NO
382,Sentence: 1,ชาติไทย,org,NO
383,Sentence: 1,"
นาย",O,NO
384,Sentence: 1,ปองพล,O,NO
385,Sentence: 1,กล่าว,O,NO
386,Sentence: 1,ว่า,O,NO
387,Sentence: 1,ถ้า,O,NO
388,Sentence: 1,เป็นไป,O,NO
389,Sentence: 1,ตาม,O,NO
390,Sentence: 1,โผ,O,NO
391,Sentence: 1,ที่,O,NO
392,Sentence: 1,ถูก,O,NO
393,Sentence: 1,เสนอ,O,NO
394,Sentence: 1,ข่าว,O,NO
395,Sentence: 1,ในขณะนี้,O,NO
396,Sentence: 1,เรื่อง,O,NO
397,Sentence: 1,บุคคล,O,NO
398,Sentence: 1,ไม่,O,NO
399,Sentence: 1,น่า,O,NO
400,Sentence: 1,เป็น,O,NO
401,Sentence: 1,ปัญหา,O,NO
402,Sentence: 1,"
ใน",O,NO
403,Sentence: 1,ตำแหน่ง,O,NO
404,Sentence: 1,ของ,O,NO
405,Sentence: 1,นาย,O,front_person
406,Sentence: 1,ปัญจะ,O,NO
407,Sentence: 1,เกสรทอง,O,NO
408,Sentence: 1,ที่,O,NO
409,Sentence: 1,ได้,O,NO
410,Sentence: 1,ลา,O,NO
411,Sentence: 1,ออก,O,NO
412,Sentence: 1,ไป,O,NO
413,Sentence: 1,"
นาย",O,NO
414,Sentence: 1,ปัญจะ,O,NO
415,Sentence: 1,ถือว่า,O,NO
416,Sentence: 1,เป็น,O,NO
417,Sentence: 1,ส.ส.,O,NO
418,Sentence: 1,ใน,O,NO
419,Sentence: 1,เขต,O,NO
420,Sentence: 1,ภาค,O,NO
421,Sentence: 1,เหนือ,O,location_name
422,Sentence: 1,ดังนั้น,O,NO
423,Sentence: 1,โควตา,O,NO
424,Sentence: 1,ตำแหน่ง,O,NO
425,Sentence: 1,ของ,O,NO
426,Sentence: 1,นาย,O,front_person
427,Sentence: 1,ปัญจะ,O,NO
428,Sentence: 1,ควร,O,location_name
429,Sentence: 1,จะ,O,NO
430,Sentence: 1,ให้,O,NO
431,Sentence: 1,ส.ส.,O,NO
432,Sentence: 1,ภาค,O,NO
433,Sentence: 1,เหนือ,O,location_name
434,Sentence: 1,มา,O,NO
435,Sentence: 1,ดำรง,O,NO
436,Sentence: 1,ตำแหน่ง,O,NO
437,Sentence: 1,แทน,O,NO
438,Sentence: 1,"
ส่วน",O,NO
439,Sentence: 1,การ,O,front_org
440,Sentence: 1,ปรับ,O,NO
441,Sentence: 1,เปลี่ยน,O,location_name
442,Sentence: 1,ตำแหน่ง,O,NO
443,Sentence: 1,ใน,O,NO
444,Sentence: 1,พรรค,O,NO
445,Sentence: 1,ที่,O,NO
446,Sentence: 1,มี,O,NO
447,Sentence: 1,ข่าว,O,NO
448,Sentence: 1,ว่า,O,NO
449,Sentence: 1,จะ,O,NO
450,Sentence: 1,ให้,O,NO
451,Sentence: 1,นาย,O,front_person
452,Sentence: 1,สนธยา,per,NO
453,Sentence: 1,มา,O,NO
454,Sentence: 1,ดำรง,O,NO
455,Sentence: 1,ตำแหน่ง,O,NO
456,Sentence: 1,เลขาธิการ,O,NO
457,Sentence: 1,พรรค,O,NO
458,Sentence: 1,แทน,O,NO
459,Sentence: 1,นั้น,O,NO
460,Sentence: 1,"
นาย",O,NO
461,Sentence: 1,ปองพล,O,NO
462,Sentence: 1,กล่าว,O,NO
463,Sentence: 1,ว่า,O,NO
464,Sentence: 1,ทาง,O,NO
465,Sentence: 1,การ,O,front_org
466,Sentence: 1,เมือง,O,location_name
467,Sentence: 1,ถือว่า,O,NO
468,Sentence: 1,เป็น,O,NO
469,Sentence: 1,เรื่อง,O,NO
470,Sentence: 1,ธรรมดา,O,NO
471,Sentence: 1,"
สำหรับ",O,NO
472,Sentence: 1,นาย,O,front_person
473,Sentence: 1,สนธยา,per,NO
474,Sentence: 1,ก็,O,NO
475,Sentence: 1,เป็น,O,NO
476,Sentence: 1,คน,O,NO
477,Sentence: 1,หนุ่ม,O,NO
478,Sentence: 1,ไฟ,O,NO
479,Sentence: 1,แรง,O,NO
480,Sentence: 1,ทำงาน,O,NO
481,Sentence: 1,ดี,O,NO
482,Sentence: 1,คาด,O,NO
483,Sentence: 1,ว่า,O,NO
484,Sentence: 1,จะ,O,NO
485,Sentence: 1,เป็น,O,NO
486,Sentence: 1,อนาคต,O,NO
487,Sentence: 1,ของ,O,NO
488,Sentence: 1,พรรค,O,NO
489,Sentence: 1,ชาติไทย,org,NO
490,Sentence: 1,ได้,O,NO
491,Sentence: 1,"
ส่วน",O,NO
492,Sentence: 1,นาย,O,front_person
493,Sentence: 1,ประภัตร,per,NO
494,Sentence: 1,ที่,O,NO
495,Sentence: 1,มี,O,NO
496,Sentence: 1,ข่าว,O,NO
497,Sentence: 1,ว่า,O,NO
498,Sentence: 1,จะ,O,NO
499,Sentence: 1,มา,O,NO
500,Sentence: 1,ดำรง,O,NO
501,Sentence: 1,ตำแหน่ง,O,NO
502,Sentence: 1,รมว.,O,NO
503,Sentence: 1,เกษตร,org_start,NO
504,Sentence: 1,ฯ,org_end,NO
505,Sentence: 1,แทน,O,NO
506,Sentence: 1,นั้น,O,NO
507,Sentence: 1,"
นาย",O,NO
508,Sentence: 1,ปองพล,O,NO
509,Sentence: 1,กล่าว,O,NO
510,Sentence: 1,ว่า,O,NO
511,Sentence: 1,เท่าที่,O,NO
512,Sentence: 1,อ่าน,O,NO
513,Sentence: 1,ใน,O,NO
514,Sentence: 1,หนังสือพิมพ์,O,NO
515,Sentence: 1,เห็น,O,NO
516,Sentence: 1,ว่า,O,NO
517,Sentence: 1,จะ,O,NO
518,Sentence: 1,ทำงาน,O,NO
519,Sentence: 1,ด้วย,O,NO
520,Sentence: 1,สมอง,O,NO
521,Sentence: 1,"
ขณะที่",O,NO
522,Sentence: 1,งาน,O,NO
523,Sentence: 1,ใน,O,NO
524,Sentence: 1,กระทรวง,O,front_org
525,Sentence: 1,เกษตร,org_start,NO
526,Sentence: 1,ฯ,org_end,NO
527,Sentence: 1,เขา,O,NO
528,Sentence: 1,ก็,O,NO
529,Sentence: 1,ได้,O,NO
530,Sentence: 1,มอบ,O,NO
531,Sentence: 1,เอกสาร,O,NO
532,Sentence: 1,ต่างๆ,O,NO
533,Sentence: 1,ที่,O,NO
534,Sentence: 1,เป็น,O,NO
535,Sentence: 1,พื้นฐาน,O,NO
536,Sentence: 1,การ,O,front_org
537,Sentence: 1,ทำงาน,O,NO
538,Sentence: 1,ใน,O,NO
539,Sentence: 1,กระทรวง,O,front_org
540,Sentence: 1,เกษตร,org_start,NO
541,Sentence: 1,ฯ,org_end,NO
542,Sentence: 1,ให้,O,NO
543,Sentence: 1,ไป,O,NO
544,Sentence: 1,แล้ว,O,NO
545,Sentence: 1,"
ด้าน",O,NO
546,Sentence: 1,ความ,O,NO
547,Sentence: 1,เคลื่อนไหว,O,NO
548,Sentence: 1,ของ,O,NO
549,Sentence: 1,นาย,O,front_person
550,Sentence: 1,บรรหาร,O,NO
551,Sentence: 1,ศิลปอาชา,O,NO
552,Sentence: 1,หัวหน้า,O,NO
553,Sentence: 1,พรรค,O,NO
554,Sentence: 1,ชาติไทย,org,NO
555,Sentence: 1,เมื่อ,O,NO
556,Sentence: 1,ช่วง,O,NO
557,Sentence: 1,บ่าย,O,NO
558,Sentence: 1,วานนี้,O,NO
559,Sentence: 1,"
ได้",O,NO
560,Sentence: 1,เป็น,O,NO
561,Sentence: 1,ประธาน,O,NO
562,Sentence: 1,เปิด,O,NO
563,Sentence: 1,งาน,O,NO
564,Sentence: 1,สัมมนา,O,NO
565,Sentence: 1,สถาบัน,O,front_org
566,Sentence: 1,ราชภัฏ,O,NO
567,Sentence: 1,ระดับ,O,NO
568,Sentence: 1,ชาติ,O,NO
569,Sentence: 1,"
ใน",O,NO
570,Sentence: 1,ฐานะ,O,NO
571,Sentence: 1,นายก,O,front_person
572,Sentence: 1,สภา,O,front_org
573,Sentence: 1,ประจำ,O,NO
574,Sentence: 1,สถาบัน,O,front_org
575,Sentence: 1,ราชภัฏ,O,NO
576,Sentence: 1,สวนสุนันทา,O,NO
577,Sentence: 1,ที่,O,NO
578,Sentence: 1,โรงแรม,O,front_org
579,Sentence: 1,รอยัลปริ๊นเซส,O,NO
580,Sentence: 1,"
หลังจาก",O,NO
581,Sentence: 1,เปิด,O,NO
582,Sentence: 1,การ,O,front_org
583,Sentence: 1,ประชุม,O,NO
584,Sentence: 1,สัมมนา,O,NO
585,Sentence: 1,แล้ว,O,NO
586,Sentence: 1,นาย,O,front_person
587,Sentence: 1,บรรหาร,per,NO
588,Sentence: 1,ได้,O,NO
589,Sentence: 1,ขอ,O,NO
590,Sentence: 1,ตัว,O,NO
591,Sentence: 1,จาก,O,NO
592,Sentence: 1,ที่,O,NO
593,Sentence: 1,ประชุม,O,NO
594,Sentence: 1,อธิการบดี,O,NO
595,Sentence: 1,สถาบัน,O,front_org
596,Sentence: 1,ราชภัฏ,O,NO
597,Sentence: 1,ว่า,O,NO
598,Sentence: 1,ไม่,O,NO
599,Sentence: 1,สามารถ,O,NO
600,Sentence: 1,อยู่,O,NO
601,Sentence: 1,ร่วม,O,NO
602,Sentence: 1,ประชุม,O,NO
603,Sentence: 1,ได้,O,NO
604,Sentence: 1,"
ส่วน",O,NO
605,Sentence: 1,ที่,O,NO
606,Sentence: 1,พรรค,O,NO
607,Sentence: 1,ชาติไทย,org,NO
608,Sentence: 1,นาย,O,front_person
609,Sentence: 1,จองชัย,per,NO
610,Sentence: 1,ให้,O,NO
611,Sentence: 1,สัมภาษณ์,O,NO
612,Sentence: 1,ว่า,O,NO
613,Sentence: 1,เดินทาง,O,NO
614,Sentence: 1,มา,O,NO
615,Sentence: 1,ที่,O,NO
616,Sentence: 1,พรรค,O,NO
617,Sentence: 1,เพื่อ,O,NO
618,Sentence: 1,มา,O,NO
619,Sentence: 1,สอบถาม,O,NO
620,Sentence: 1,กรณี,O,NO
621,Sentence: 1,ที่,O,NO
622,Sentence: 1,มี,O,NO
623,Sentence: 1,ข่าว,O,NO
624,Sentence: 1,ตาม,O,NO
625,Sentence: 1,หน้า,O,NO
626,Sentence: 1,หนังสือพิมพ์,O,NO
627,Sentence: 1,เรื่อง,O,NO
628,Sentence: 1,การ,O,front_org
629,Sentence: 1,ปรับ,O,NO
630,Sentence: 1,คณะ,O,front_org
631,Sentence: 1,รัฐมนตรี,O,front_person
632,Sentence: 1,"
ผู้",O,NO
633,Sentence: 1,สื่อ,O,NO
634,Sentence: 1,ข่าว,O,NO
635,Sentence: 1,รายงาน,O,NO
636,Sentence: 1,ว่า,O,NO
637,Sentence: 1,ใน,O,NO
638,Sentence: 1,เวลา,O,NO
639,Sentence: 1,ไล่เลี่ย,O,NO
640,Sentence: 1,กัน,O,NO
641,Sentence: 1,กับ,O,NO
642,Sentence: 1,ที่,O,NO
643,Sentence: 1,นาย,O,front_person
644,Sentence: 1,บรรหาร,O,NO
645,Sentence: 1,เดิน,O,NO
646,Sentence: 1,ทาง,O,NO
647,Sentence: 1,ออก,O,NO
648,Sentence: 1,จาก,O,NO
649,Sentence: 1,โรงแรม,O,front_org
650,Sentence: 1,รอยัลปริ๊นเซส,O,NO
651,Sentence: 1,"
คณะ",O,NO
652,Sentence: 1,รัฐมนตรี,O,front_person
653,Sentence: 1,ของ,O,NO
654,Sentence: 1,พรรค,O,NO
655,Sentence: 1,ชาติไทย,org,NO
656,Sentence: 1,นำ,O,NO
657,Sentence: 1,โดย,O,NO
658,Sentence: 1,นาย,O,front_person
659,Sentence: 1,ประภัตร,per,NO
660,Sentence: 1,ได้,O,NO
661,Sentence: 1,เดิน,O,NO
662,Sentence: 1,ทาง,O,NO
663,Sentence: 1,ออก,O,NO
664,Sentence: 1,จาก,O,NO
665,Sentence: 1,พรรค,O,NO
666,Sentence: 1,ชาติไทย,org,NO
667,Sentence: 1,โดย,O,NO
