,Sentence #,Word,Tag,Dictionary,Predict
220,Sentence: 1,ร่วม,O,NO,O
221,Sentence: 1,กัน,O,NO,O
222,Sentence: 1,"
ด้าน",O,NO,O
223,Sentence: 1,นาย,O,front_person,O
224,Sentence: 1,วัฒนา,per_start,location_name,per_start
225,Sentence: 1, ,per_cont,NO,per_cont
226,Sentence: 1,อัศวเหม,per_end,NO,per_end
227,Sentence: 1,กล่าว,O,NO,O
228,Sentence: 1,ใน,O,NO,O
229,Sentence: 1,เรื่อง,O,NO,O
230,Sentence: 1,เดียวกัน,O,NO,O
231,Sentence: 1,ว่า,O,NO,O
232,Sentence: 1,จะ,O,NO,O
233,Sentence: 1,มี,O,NO,O
234,Sentence: 1,การ,O,front_org,O
235,Sentence: 1,ประชุม,O,NO,O
236,Sentence: 1,หารือ,O,NO,O
237,Sentence: 1,กัน,O,NO,O
238,Sentence: 1,อีก,O,NO,O
239,Sentence: 1,ครั้ง,O,NO,O
240,Sentence: 1,หลัง,O,NO,O
241,Sentence: 1,วัน,O,NO,O
242,Sentence: 1,สงกรานต์,O,NO,O
243,Sentence: 1,"
ส่วน",O,NO,O
244,Sentence: 1,ส.ส.,O,NO,O
245,Sentence: 1,นนทบุรี,loc,location_name,org
246,Sentence: 1,พรรค,O,NO,O
247,Sentence: 1,ราษฎร,org,NO,O
248,Sentence: 1,ที่,O,NO,O
249,Sentence: 1,มี,O,NO,O
250,Sentence: 1,ข่าว,O,NO,O
251,Sentence: 1,ว่า,O,NO,O
252,Sentence: 1,จะ,O,NO,O
253,Sentence: 1,ไป,O,NO,O
254,Sentence: 1,อยู่,O,NO,O
255,Sentence: 1,กับ,O,NO,O
256,Sentence: 1,พรรค,O,NO,O
257,Sentence: 1,การเมือง,O,NO,O
258,Sentence: 1,อื่น,O,NO,O
259,Sentence: 1,ยืนยัน,O,NO,O
260,Sentence: 1,ได้,O,NO,O
261,Sentence: 1,ว่า,O,NO,O
262,Sentence: 1,ไม่,O,NO,O
263,Sentence: 1,ไป,O,NO,O
264,Sentence: 1,ไหน,O,NO,O
265,Sentence: 1,"""",O,NO,O
266,Sentence: 1,"
นาย",O,NO,O
267,Sentence: 1,วัฒนา,per,location_name,org
268,Sentence: 1,กล่าว,O,NO,O
269,Sentence: 1,"
ด้าน",O,NO,O
270,Sentence: 1,พรรค,O,NO,O
271,Sentence: 1,ความหวังใหม่,org,NO,org
272,Sentence: 1,พล.อ.,O,front_person,O
273,Sentence: 1,ชวลิต,per_start,NO,per_start
274,Sentence: 1, ,per_cont,NO,per_cont
275,Sentence: 1,ยงใจยุทธ,per_end,NO,per_end
276,Sentence: 1,หัวหน้า,O,NO,O
277,Sentence: 1,พรรค,O,NO,O
278,Sentence: 1,ความหวังใหม่,org,NO,org
279,Sentence: 1,ออก,O,NO,O
280,Sentence: 1,มา,O,NO,O
281,Sentence: 1,ยืนยัน,O,NO,O
282,Sentence: 1,ว่า,O,NO,O
283,Sentence: 1,"
พรรค",O,NO,O
284,Sentence: 1,จะ,O,NO,O
285,Sentence: 1,ยัง,O,NO,O
286,Sentence: 1,ไม่,O,NO,O
287,Sentence: 1,มี,O,NO,O
288,Sentence: 1,การ,O,front_org,O
289,Sentence: 1,เปลี่ยนตัว,O,NO,O
290,Sentence: 1,ตำแหน่ง,O,NO,O
291,Sentence: 1,หัวหน้า,O,NO,O
292,Sentence: 1,พรรค,O,NO,O
293,Sentence: 1,และ,O,location_name,O
294,Sentence: 1,เลขาธิการ,O,NO,O
295,Sentence: 1,พรรค,O,NO,O
296,Sentence: 1,แน่,O,NO,O
297,Sentence: 1,"
ด้าน",O,NO,O
298,Sentence: 1,นาย,O,front_person,O
299,Sentence: 1,จาตุรนต์,per_start,NO,per_start
300,Sentence: 1, ,per_cont,NO,per_cont
301,Sentence: 1,ฉายแสง,per_end,NO,per_end
302,Sentence: 1,เลขาธิการ,O,NO,O
303,Sentence: 1,พรรค,O,NO,O
304,Sentence: 1,ความหวังใหม่,org,NO,org
305,Sentence: 1,ปฏิเสธ,O,NO,O
306,Sentence: 1,เช่นกัน,O,NO,O
307,Sentence: 1,ว่า,O,NO,O
308,Sentence: 1,ข่าว,O,NO,O
309,Sentence: 1,การ,O,front_org,O
310,Sentence: 1,เปลี่ยน,O,location_name,O
311,Sentence: 1,หัวหน้า,O,NO,O
312,Sentence: 1,พรรค,O,NO,O
313,Sentence: 1,และ,O,location_name,O
314,Sentence: 1,เลขาธิการ,O,NO,O
315,Sentence: 1,พรรค,O,NO,O
316,Sentence: 1,ความหวังใหม่,org,NO,org
317,Sentence: 1,ไม่,O,NO,O
318,Sentence: 1,เป็น,O,NO,O
319,Sentence: 1,ความ,O,NO,O
320,Sentence: 1,จริง,O,NO,O
321,Sentence: 2,วานนี้,O,NO,O
322,Sentence: 2,(,O,NO,O
323,Sentence: 2,10,O,NO,O
324,Sentence: 2,เม.ย.,O,NO,O
325,Sentence: 2,),O,NO,O
326,Sentence: 2,ได้,O,NO,O
327,Sentence: 2,มี,O,NO,O
328,Sentence: 2,การ,O,front_org,O
329,Sentence: 2,ประชุม,O,NO,O
330,Sentence: 2,คณะ,O,front_org,O
331,Sentence: 2,กรรมการ,org_start,NO,org_start
332,Sentence: 2,นโยบาย,org_cont,NO,org_cont
333,Sentence: 2,สังคม,org_cont,location_name,org_cont
334,Sentence: 2,แห่ง,org_cont,NO,org_cont
335,Sentence: 2,ชาติ,org_end,NO,org_end
336,Sentence: 2,โดย,O,NO,O
337,Sentence: 2,มี,O,NO,O
338,Sentence: 2,นาย,O,front_person,O
339,Sentence: 2,ชวน,per_start,NO,per_start
340,Sentence: 2, ,per_cont,NO,per_cont
341,Sentence: 2,หลีกภัย,per_end,NO,per_end
342,Sentence: 2,นายกรัฐมนตรี,O,NO,O
343,Sentence: 2,เป็น,O,NO,O
344,Sentence: 2,ประธาน,O,NO,O
345,Sentence: 2,"
ภายหลัง",O,NO,O
346,Sentence: 2,การ,O,front_org,O
347,Sentence: 2,ประชุม,O,NO,O
348,Sentence: 2,นาย,O,front_person,O
349,Sentence: 2,อรรคพล,per_start,NO,per_start
350,Sentence: 2, ,per_cont,NO,per_cont
351,Sentence: 2,สรสุชาติ,per_end,NO,per_end
352,Sentence: 2,โฆษก,O,NO,O
353,Sentence: 2,ประจำ,O,NO,O
354,Sentence: 2,สำนัก,O,front_org,O
355,Sentence: 2,นายกรัฐมนตรี,org,NO,O
356,Sentence: 2,"
แถลง",O,NO,O
357,Sentence: 2,ว่า,O,NO,O
358,Sentence: 2,ที่,O,NO,O
359,Sentence: 2,ประชุม,O,NO,O
360,Sentence: 2,มี,O,NO,O
361,Sentence: 2,มติ,O,NO,O
362,Sentence: 2,เห็นชอบ,O,NO,O
363,Sentence: 2,กับ,O,NO,O
364,Sentence: 2,แนว,O,NO,O
365,Sentence: 2,ทาง,O,NO,O
366,Sentence: 2,การ,O,front_org,O
367,Sentence: 2,ส่งเสริม,O,NO,O
368,Sentence: 2,การ,O,front_org,O
369,Sentence: 2,ป้องกัน,O,NO,O
370,Sentence: 2,และ,O,location_name,O
371,Sentence: 2,แก้ไข,O,NO,O
372,Sentence: 2,ปัญหา,O,NO,O
373,Sentence: 2,ยาเสพย์ติด,O,NO,O
374,Sentence: 2,"
นาย",O,NO,O
375,Sentence: 2,อรรคพล,per,NO,O
376,Sentence: 2,แถลง,O,NO,O
377,Sentence: 2,ต่อว่า,O,NO,O
378,Sentence: 2,สำหรับ,O,NO,O
379,Sentence: 2,บทบาท,O,NO,O
380,Sentence: 2,และ,O,location_name,O
381,Sentence: 2,ภารกิจ,O,NO,O
382,Sentence: 2,ของ,O,NO,O
383,Sentence: 2,หน่วยงาน,O,front_org,O
384,Sentence: 2,รัฐ,O,NO,O
385,Sentence: 2,และ,O,location_name,O
386,Sentence: 2,องค์กร,O,front_org,O
387,Sentence: 2,พัฒนา,org_start,NO,O
388,Sentence: 2,เอกชน,org_end,NO,O
389,Sentence: 2,นั้น,O,NO,O
390,Sentence: 2,ประกอบด้วย,O,NO,O
391,Sentence: 2,"
ส่วน",O,NO,O
392,Sentence: 2,แนว,O,NO,O
393,Sentence: 2,ทาง,O,NO,O
394,Sentence: 2,การ,O,front_org,O
395,Sentence: 2,ส่งเสริม,O,NO,O
396,Sentence: 2,บทบาท,O,NO,O
397,Sentence: 2,ชุมชน,O,front_org,O
398,Sentence: 2,นั้น,O,NO,O
399,Sentence: 2,โฆษก,O,NO,O
400,Sentence: 2,รัฐบาล,O,NO,O
401,Sentence: 2,กล่าว,O,NO,O
402,Sentence: 2,ว่า,O,NO,O
403,Sentence: 2,ได้,O,NO,O
404,Sentence: 2,กำหนด,O,NO,O
405,Sentence: 2,ให้,O,NO,O
406,Sentence: 2,การ,O,front_org,O
407,Sentence: 2,ขยาย,O,location_name,O
408,Sentence: 2,เครือข่าย,O,NO,O
409,Sentence: 2,องค์กร,org_start,front_org,O
410,Sentence: 2,ชุมชน,org_cont,front_org,O
411,Sentence: 2,เพื่อ,org_cont,NO,O
412,Sentence: 2,แก้ไข,org_cont,NO,O
413,Sentence: 2,ปัญหา,org_cont,NO,O
414,Sentence: 2,ยาเสพย์ติด,org_end,NO,O
415,Sentence: 2,เป็น,O,NO,O
416,Sentence: 2,ยุทธศาสตร์,O,NO,O
417,Sentence: 2,สำคัญ,O,NO,O
418,Sentence: 2,ใน,O,NO,O
419,Sentence: 2,การ,O,front_org,O
420,Sentence: 2,ดำเนินงาน,O,NO,O
421,Sentence: 2,"
ทั้งนี้",O,NO,O
422,Sentence: 2,ได้,O,NO,O
423,Sentence: 2,มอบหมาย,O,NO,O
424,Sentence: 2,ให้,O,NO,O
425,Sentence: 2,สำนักงาน,O,front_org,O
426,Sentence: 2,คณะ,org_start,front_org,org_start
427,Sentence: 2,กรรมการ,org_cont,NO,org_cont
428,Sentence: 2,ป้องกัน,org_cont,NO,org_end
429,Sentence: 2,และ,org_cont,location_name,O
430,Sentence: 2,ปราบปราม,org_cont,NO,O
431,Sentence: 2,ยาเสพติด,org_end,NO,O
432,Sentence: 2,(,O,NO,O
433,Sentence: 2,ป.ป.ส.,org,NO,org
434,Sentence: 2,),O,NO,O
435,Sentence: 2,และ,O,location_name,O
436,Sentence: 2,กระทรวง,O,front_org,O
437,Sentence: 2,มหาดไทย,org,location_name,org
438,Sentence: 2,ประสานงาน,O,NO,O
439,Sentence: 2,กับ,O,NO,O
440,Sentence: 2,องค์กร,O,front_org,O
441,Sentence: 2,พัฒนา,org_start,NO,O
442,Sentence: 2,เอกชน,org_end,NO,O
443,Sentence: 2,และ,O,location_name,O
444,Sentence: 2,องค์กร,O,front_org,O
445,Sentence: 2,ชุมชน,O,front_org,O
446,Sentence: 2,ที่,O,NO,O
447,Sentence: 2,เกี่ยวข้อง,O,NO,O
448,Sentence: 2,"
กำหนด",O,NO,O
449,Sentence: 2,เป้าหมาย,O,NO,O
450,Sentence: 2,ใน,O,NO,O
451,Sentence: 2,การ,O,front_org,O
452,Sentence: 2,ขยาย,O,location_name,O
453,Sentence: 2,เครือข่าย,O,NO,O
454,Sentence: 2,องค์กร,O,front_org,O
455,Sentence: 2,ชุมชน,O,front_org,O
456,Sentence: 2,เพื่อ,O,NO,O
457,Sentence: 2,ป้องกัน,O,NO,O
458,Sentence: 2,และ,O,location_name,O
459,Sentence: 2,แก้ไข,O,NO,O
460,Sentence: 2,ปัญหา,O,NO,O
461,Sentence: 2,ยาเสพย์ติด,O,NO,O
462,Sentence: 2,ใน,O,NO,O
463,Sentence: 2,ระยะ,O,NO,O
464,Sentence: 2,5,O,NO,O
465,Sentence: 2,ปี,O,NO,O
466,Sentence: 2,"
โดย",O,NO,O
467,Sentence: 2,จะ,O,NO,O
468,Sentence: 2,เริ่ม,O,NO,O
469,Sentence: 2,ตั้งแต่,O,NO,O
470,Sentence: 2,ปีงบประมาณ,O,NO,O
471,Sentence: 2,2544,O,NO,O
472,Sentence: 2,เป็นต้นไป,O,NO,O
473,Sentence: 2,"""",O,NO,O
474,Sentence: 2,นาย,O,front_person,O
475,Sentence: 2,อรรคพล,per,NO,per
476,Sentence: 2,กล่าว,O,NO,O
477,Sentence: 2,"
ด้าน",O,NO,O
478,Sentence: 2,ความ,O,NO,O
479,Sentence: 2,เคลื่อนไหว,O,NO,O
480,Sentence: 2,ของ,O,NO,O
481,Sentence: 2,เซ็นเตอร์,loc_start,NO,org_start
482,Sentence: 2, ,loc_cont,NO,org_cont
483,Sentence: 2,พอยต์,loc_end,NO,org_cont
484,Sentence: 2,สยามสแควร์,loc,NO,org_end
485,Sentence: 2,หลัง,O,NO,O
486,Sentence: 2,มี,O,NO,O
487,Sentence: 2,ข่าว,O,NO,O
488,Sentence: 2,ว่า,O,NO,O
489,Sentence: 2,เป็น,O,NO,O
490,Sentence: 2,แหล่ง,O,NO,O
491,Sentence: 2,มั่วสุม,O,NO,O
492,Sentence: 2,ของ,O,NO,O
493,Sentence: 2,วัยรุ่น,O,NO,O
494,Sentence: 2,"
วานนี้",O,NO,O
495,Sentence: 2,(,O,NO,O
496,Sentence: 2,10,O,NO,O
497,Sentence: 2,เม.ย.,O,NO,O
498,Sentence: 2,),O,NO,O
499,Sentence: 2,พล.ต.ต.,O,front_person,O
500,Sentence: 2,อุกฤษณ์,per_start,NO,per_start
501,Sentence: 2, ,per_cont,NO,per_cont
502,Sentence: 2,ปัจฉิมสวัสดิ์,per_end,NO,per_end
503,Sentence: 2,รอง,O,NO,O
504,Sentence: 2,ผู้,O,NO,O
505,Sentence: 2,บัญชาการ,O,NO,O
506,Sentence: 2,ตำรวจนครบาล,O,NO,O
507,Sentence: 2,(,O,NO,O
508,Sentence: 2,รอง,O,NO,O
509,Sentence: 2,ผบช.น.),O,NO,O
510,Sentence: 2,"
ซึ่ง",O,NO,O
511,Sentence: 2,รับผิดชอบ,O,NO,O
512,Sentence: 2,ดูแล,O,NO,O
513,Sentence: 2,ปัญหา,O,NO,O
514,Sentence: 2,นี้,O,NO,O
515,Sentence: 2,เปิดเผย,O,NO,O
516,Sentence: 2,ว่า,O,NO,O
517,Sentence: 2,หลังจากที่,O,NO,O
518,Sentence: 2,เจ้าหน้าที่,O,NO,O
519,Sentence: 2,ตำรวจ,O,NO,O
520,Sentence: 2,ได้,O,NO,O
521,Sentence: 2,เข้า,O,NO,O
522,Sentence: 2,ไป,O,NO,O
523,Sentence: 2,เข้มงวด,O,NO,O
524,Sentence: 2,การ,O,front_org,O
525,Sentence: 2,เข้า,O,NO,O
526,Sentence: 2,ออก,O,NO,O
527,Sentence: 2,ของ,O,NO,O
528,Sentence: 2,กลุ่ม,O,NO,O
529,Sentence: 2,วัยรุ่น,O,NO,O
530,Sentence: 2,"
และ",O,NO,O
531,Sentence: 2,ประสาน,O,NO,O
532,Sentence: 2,กับ,O,NO,O
533,Sentence: 2,ร้านค้า,O,NO,O
534,Sentence: 2,ภายใน,O,NO,O
535,Sentence: 2,เซ็นเตอร์,loc_start,NO,org_start
536,Sentence: 2, ,loc_cont,NO,org_cont
537,Sentence: 2,พอยต์,loc_end,NO,org_end
538,Sentence: 2,ทำให้,O,NO,O
539,Sentence: 2,สถานการณ์,O,NO,O
540,Sentence: 2,ดี,O,NO,O
541,Sentence: 2,ขึ้น,O,NO,O
542,Sentence: 2,มาก,O,NO,O
543,Sentence: 2,"
""",O,NO,O
544,Sentence: 2,หลังจาก,O,NO,O
545,Sentence: 2,มี,O,NO,O
546,Sentence: 2,ข่าว,O,NO,O
547,Sentence: 2,ทาง,O,NO,O
548,Sentence: 2,สื่อมวลชน,O,NO,O
549,Sentence: 2,พบ,O,NO,O
550,Sentence: 2,ว่า,O,NO,O
551,Sentence: 2,กลุ่ม,O,NO,O
552,Sentence: 2,วัยรุ่น,O,NO,org_start
553,Sentence: 2,ไปเที่ยว,O,NO,org_cont
554,Sentence: 2,เซ็นเตอร์,loc_start,NO,org_cont
555,Sentence: 2, ,loc_cont,NO,org_cont
556,Sentence: 2,พอยต์,loc_end,NO,org_end
557,Sentence: 2,กัน,O,NO,O
558,Sentence: 2,น้อย,O,NO,O
559,Sentence: 2,ลง,O,NO,O
560,Sentence: 2,"
พล.ต.ต.",O,NO,O
561,Sentence: 2,อุกฤษณ์,per,NO,O
562,Sentence: 2,บอก,O,NO,O
563,Sentence: 2,ด้วยว่า,O,NO,O
564,Sentence: 2,หลัง,O,NO,O
565,Sentence: 2,เทศกาล,O,NO,O
566,Sentence: 2,สงกรานต์,O,NO,O
567,Sentence: 2,เขา,O,NO,O
568,Sentence: 2,จะ,O,NO,O
569,Sentence: 2,เรียก,O,NO,O
570,Sentence: 2,ผู้,O,NO,O
571,Sentence: 2,ประกอบการ,O,NO,O
572,Sentence: 2,ใน,O,NO,O
573,Sentence: 2,เซ็นเตอร์,loc_start,NO,per_start
574,Sentence: 2, ,loc_cont,NO,per_cont
575,Sentence: 2,พอยต์,loc_end,NO,per_end
576,Sentence: 2,มา,O,NO,O
577,Sentence: 2,ประชุม,O,NO,O
578,Sentence: 2,หารือ,O,NO,O
579,Sentence: 2,อีก,O,NO,O
580,Sentence: 2,ครั้ง,O,NO,O
581,Sentence: 2,"
วัน",O,NO,O
582,Sentence: 2,เดียวกัน,O,NO,O
583,Sentence: 2,เจ้าหน้าที่,O,NO,O
584,Sentence: 2,ตำรวจ,O,NO,O
585,Sentence: 2,จาก,O,NO,O
586,Sentence: 2,กอง,O,NO,O
587,Sentence: 2,บังคับการ,org_start,NO,O
588,Sentence: 2,สาย,org_cont,NO,O
589,Sentence: 2,ตรวจ,org_cont,location_name,O
590,Sentence: 2,และ,org_cont,location_name,O
