,Sentence #,Word,Tag,Dictionary
235,Sentence: 1,ประชุม,O,NO
236,Sentence: 1,หารือ,O,NO
237,Sentence: 1,กัน,O,NO
238,Sentence: 1,อีก,O,NO
239,Sentence: 1,ครั้ง,O,NO
240,Sentence: 1,หลัง,O,NO
241,Sentence: 1,วัน,O,NO
242,Sentence: 1,สงกรานต์,O,NO
243,Sentence: 1,"
ส่วน",O,NO
244,Sentence: 1,ส.ส.,O,NO
245,Sentence: 1,นนทบุรี,org,location_name
246,Sentence: 1,พรรค,O,NO
247,Sentence: 1,ราษฎร,O,NO
248,Sentence: 1,ที่,O,NO
249,Sentence: 1,มี,O,NO
250,Sentence: 1,ข่าว,O,NO
251,Sentence: 1,ว่า,O,NO
252,Sentence: 1,จะ,O,NO
253,Sentence: 1,ไป,O,NO
254,Sentence: 1,อยู่,O,NO
255,Sentence: 1,กับ,O,NO
256,Sentence: 1,พรรค,O,NO
257,Sentence: 1,การเมือง,O,NO
258,Sentence: 1,อื่น,O,NO
259,Sentence: 1,ยืนยัน,O,NO
260,Sentence: 1,ได้,O,NO
261,Sentence: 1,ว่า,O,NO
262,Sentence: 1,ไม่,O,NO
263,Sentence: 1,ไป,O,NO
264,Sentence: 1,ไหน,O,NO
265,Sentence: 1,"""",O,NO
266,Sentence: 1,"
นาย",O,NO
267,Sentence: 1,วัฒนา,org,location_name
268,Sentence: 1,กล่าว,O,NO
269,Sentence: 1,"
ด้าน",O,NO
270,Sentence: 1,พรรค,O,NO
271,Sentence: 1,ความหวังใหม่,org,NO
272,Sentence: 1,พล.อ.,O,front_person
273,Sentence: 1,ชวลิต,per_start,NO
274,Sentence: 1, ,per_cont,NO
275,Sentence: 1,ยงใจยุทธ,per_end,NO
276,Sentence: 1,หัวหน้า,O,NO
277,Sentence: 1,พรรค,O,NO
278,Sentence: 1,ความหวังใหม่,org,NO
279,Sentence: 1,ออก,O,NO
280,Sentence: 1,มา,O,NO
281,Sentence: 1,ยืนยัน,O,NO
282,Sentence: 1,ว่า,O,NO
283,Sentence: 1,"
พรรค",O,NO
284,Sentence: 1,จะ,O,NO
285,Sentence: 1,ยัง,O,NO
286,Sentence: 1,ไม่,O,NO
287,Sentence: 1,มี,O,NO
288,Sentence: 1,การ,O,front_org
289,Sentence: 1,เปลี่ยนตัว,O,NO
290,Sentence: 1,ตำแหน่ง,O,NO
291,Sentence: 1,หัวหน้า,O,NO
292,Sentence: 1,พรรค,O,NO
293,Sentence: 1,และ,O,location_name
294,Sentence: 1,เลขาธิการ,O,NO
295,Sentence: 1,พรรค,O,NO
296,Sentence: 1,แน่,O,NO
297,Sentence: 1,"
ด้าน",O,NO
298,Sentence: 1,นาย,O,front_person
299,Sentence: 1,จาตุรนต์,per_start,NO
300,Sentence: 1, ,per_cont,NO
301,Sentence: 1,ฉายแสง,per_end,NO
302,Sentence: 1,เลขาธิการ,O,NO
303,Sentence: 1,พรรค,O,NO
304,Sentence: 1,ความหวังใหม่,org,NO
305,Sentence: 1,ปฏิเสธ,O,NO
306,Sentence: 1,เช่นกัน,O,NO
307,Sentence: 1,ว่า,O,NO
308,Sentence: 1,ข่าว,O,NO
309,Sentence: 1,การ,O,front_org
310,Sentence: 1,เปลี่ยน,O,location_name
311,Sentence: 1,หัวหน้า,O,NO
312,Sentence: 1,พรรค,O,NO
313,Sentence: 1,และ,O,location_name
314,Sentence: 1,เลขาธิการ,O,NO
315,Sentence: 1,พรรค,O,NO
316,Sentence: 1,ความหวังใหม่,org,NO
317,Sentence: 1,ไม่,O,NO
318,Sentence: 1,เป็น,O,NO
319,Sentence: 1,ความ,O,NO
320,Sentence: 1,จริง,O,NO
321,Sentence: 2,วานนี้,O,NO
322,Sentence: 2,(,O,NO
323,Sentence: 2,10,O,NO
324,Sentence: 2,เม.ย.,O,NO
325,Sentence: 2,),O,NO
326,Sentence: 2,ได้,O,NO
327,Sentence: 2,มี,O,NO
328,Sentence: 2,การ,O,front_org
329,Sentence: 2,ประชุม,O,NO
330,Sentence: 2,คณะ,O,front_org
331,Sentence: 2,กรรมการ,org_start,NO
332,Sentence: 2,นโยบาย,org_cont,NO
333,Sentence: 2,สังคม,org_cont,location_name
334,Sentence: 2,แห่ง,org_cont,NO
335,Sentence: 2,ชาติ,org_end,NO
336,Sentence: 2,โดย,O,NO
337,Sentence: 2,มี,O,NO
338,Sentence: 2,นาย,O,front_person
339,Sentence: 2,ชวน,per_start,NO
340,Sentence: 2, ,per_cont,NO
341,Sentence: 2,หลีกภัย,per_end,NO
342,Sentence: 2,นายกรัฐมนตรี,O,NO
343,Sentence: 2,เป็น,O,NO
344,Sentence: 2,ประธาน,O,NO
345,Sentence: 2,"
ภายหลัง",O,NO
346,Sentence: 2,การ,O,front_org
347,Sentence: 2,ประชุม,O,NO
348,Sentence: 2,นาย,O,front_person
349,Sentence: 2,อรรคพล,per_start,NO
350,Sentence: 2, ,per_cont,NO
351,Sentence: 2,สรสุชาติ,per_end,NO
352,Sentence: 2,โฆษก,O,NO
353,Sentence: 2,ประจำ,O,NO
354,Sentence: 2,สำนัก,O,front_org
355,Sentence: 2,นายกรัฐมนตรี,O,NO
356,Sentence: 2,"
แถลง",O,NO
357,Sentence: 2,ว่า,O,NO
358,Sentence: 2,ที่,O,NO
359,Sentence: 2,ประชุม,O,NO
360,Sentence: 2,มี,O,NO
361,Sentence: 2,มติ,O,NO
362,Sentence: 2,เห็นชอบ,O,NO
363,Sentence: 2,กับ,O,NO
364,Sentence: 2,แนว,O,NO
365,Sentence: 2,ทาง,O,NO
366,Sentence: 2,การ,O,front_org
367,Sentence: 2,ส่งเสริม,O,NO
368,Sentence: 2,การ,O,front_org
369,Sentence: 2,ป้องกัน,O,NO
370,Sentence: 2,และ,O,location_name
371,Sentence: 2,แก้ไข,O,NO
372,Sentence: 2,ปัญหา,O,NO
373,Sentence: 2,ยาเสพย์ติด,O,NO
374,Sentence: 2,"
นาย",O,NO
375,Sentence: 2,อรรคพล,O,NO
376,Sentence: 2,แถลง,O,NO
377,Sentence: 2,ต่อว่า,O,NO
378,Sentence: 2,สำหรับ,O,NO
379,Sentence: 2,บทบาท,O,NO
380,Sentence: 2,และ,O,location_name
381,Sentence: 2,ภารกิจ,O,NO
382,Sentence: 2,ของ,O,NO
383,Sentence: 2,หน่วยงาน,O,front_org
384,Sentence: 2,รัฐ,O,NO
385,Sentence: 2,และ,O,location_name
386,Sentence: 2,องค์กร,O,front_org
387,Sentence: 2,พัฒนา,O,NO
388,Sentence: 2,เอกชน,O,NO
389,Sentence: 2,นั้น,O,NO
390,Sentence: 2,ประกอบด้วย,O,NO
391,Sentence: 2,"
ส่วน",O,NO
392,Sentence: 2,แนว,O,NO
393,Sentence: 2,ทาง,O,NO
394,Sentence: 2,การ,O,front_org
395,Sentence: 2,ส่งเสริม,O,NO
396,Sentence: 2,บทบาท,O,NO
397,Sentence: 2,ชุมชน,O,front_org
398,Sentence: 2,นั้น,O,NO
399,Sentence: 2,โฆษก,O,NO
400,Sentence: 2,รัฐบาล,O,NO
401,Sentence: 2,กล่าว,O,NO
402,Sentence: 2,ว่า,O,NO
403,Sentence: 2,ได้,O,NO
404,Sentence: 2,กำหนด,O,NO
405,Sentence: 2,ให้,O,NO
406,Sentence: 2,การ,O,front_org
407,Sentence: 2,ขยาย,O,location_name
408,Sentence: 2,เครือข่าย,O,NO
409,Sentence: 2,องค์กร,O,front_org
410,Sentence: 2,ชุมชน,O,front_org
411,Sentence: 2,เพื่อ,O,NO
412,Sentence: 2,แก้ไข,O,NO
413,Sentence: 2,ปัญหา,O,NO
414,Sentence: 2,ยาเสพย์ติด,O,NO
415,Sentence: 2,เป็น,O,NO
416,Sentence: 2,ยุทธศาสตร์,O,NO
417,Sentence: 2,สำคัญ,O,NO
418,Sentence: 2,ใน,O,NO
419,Sentence: 2,การ,O,front_org
420,Sentence: 2,ดำเนินงาน,O,NO
421,Sentence: 2,"
ทั้งนี้",O,NO
422,Sentence: 2,ได้,O,NO
423,Sentence: 2,มอบหมาย,O,NO
424,Sentence: 2,ให้,O,NO
425,Sentence: 2,สำนักงาน,O,front_org
426,Sentence: 2,คณะ,org_start,front_org
427,Sentence: 2,กรรมการ,org_cont,NO
428,Sentence: 2,ป้องกัน,org_end,NO
429,Sentence: 2,และ,O,location_name
430,Sentence: 2,ปราบปราม,O,NO
431,Sentence: 2,ยาเสพติด,O,NO
432,Sentence: 2,(,O,NO
433,Sentence: 2,ป.ป.ส.,org,NO
434,Sentence: 2,),O,NO
435,Sentence: 2,และ,O,location_name
436,Sentence: 2,กระทรวง,O,front_org
437,Sentence: 2,มหาดไทย,org,location_name
438,Sentence: 2,ประสานงาน,O,NO
439,Sentence: 2,กับ,O,NO
440,Sentence: 2,องค์กร,O,front_org
441,Sentence: 2,พัฒนา,O,NO
442,Sentence: 2,เอกชน,O,NO
443,Sentence: 2,และ,O,location_name
444,Sentence: 2,องค์กร,O,front_org
445,Sentence: 2,ชุมชน,O,front_org
446,Sentence: 2,ที่,O,NO
447,Sentence: 2,เกี่ยวข้อง,O,NO
448,Sentence: 2,"
กำหนด",O,NO
449,Sentence: 2,เป้าหมาย,O,NO
450,Sentence: 2,ใน,O,NO
451,Sentence: 2,การ,O,front_org
452,Sentence: 2,ขยาย,O,location_name
453,Sentence: 2,เครือข่าย,O,NO
454,Sentence: 2,องค์กร,O,front_org
455,Sentence: 2,ชุมชน,O,front_org
456,Sentence: 2,เพื่อ,O,NO
457,Sentence: 2,ป้องกัน,O,NO
458,Sentence: 2,และ,O,location_name
459,Sentence: 2,แก้ไข,O,NO
460,Sentence: 2,ปัญหา,O,NO
461,Sentence: 2,ยาเสพย์ติด,O,NO
462,Sentence: 2,ใน,O,NO
463,Sentence: 2,ระยะ,O,NO
464,Sentence: 2,5,O,NO
465,Sentence: 2,ปี,O,NO
466,Sentence: 2,"
โดย",O,NO
467,Sentence: 2,จะ,O,NO
468,Sentence: 2,เริ่ม,O,NO
469,Sentence: 2,ตั้งแต่,O,NO
470,Sentence: 2,ปีงบประมาณ,O,NO
471,Sentence: 2,2544,O,NO
472,Sentence: 2,เป็นต้นไป,O,NO
473,Sentence: 2,"""",O,NO
474,Sentence: 2,นาย,O,front_person
475,Sentence: 2,อรรคพล,per,NO
476,Sentence: 2,กล่าว,O,NO
477,Sentence: 2,"
ด้าน",O,NO
478,Sentence: 2,ความ,O,NO
479,Sentence: 2,เคลื่อนไหว,O,NO
480,Sentence: 2,ของ,O,NO
481,Sentence: 2,เซ็นเตอร์,org_start,NO
482,Sentence: 2, ,org_cont,NO
483,Sentence: 2,พอยต์,org_cont,NO
484,Sentence: 2,สยามสแควร์,org_end,NO
485,Sentence: 2,หลัง,O,NO
486,Sentence: 2,มี,O,NO
487,Sentence: 2,ข่าว,O,NO
488,Sentence: 2,ว่า,O,NO
489,Sentence: 2,เป็น,O,NO
490,Sentence: 2,แหล่ง,O,NO
491,Sentence: 2,มั่วสุม,O,NO
492,Sentence: 2,ของ,O,NO
493,Sentence: 2,วัยรุ่น,O,NO
494,Sentence: 2,"
วานนี้",O,NO
495,Sentence: 2,(,O,NO
496,Sentence: 2,10,O,NO
497,Sentence: 2,เม.ย.,O,NO
498,Sentence: 2,),O,NO
499,Sentence: 2,พล.ต.ต.,O,front_person
500,Sentence: 2,อุกฤษณ์,per_start,NO
501,Sentence: 2, ,per_cont,NO
502,Sentence: 2,ปัจฉิมสวัสดิ์,per_end,NO
503,Sentence: 2,รอง,O,NO
504,Sentence: 2,ผู้,O,NO
505,Sentence: 2,บัญชาการ,O,NO
506,Sentence: 2,ตำรวจนครบาล,O,NO
507,Sentence: 2,(,O,NO
508,Sentence: 2,รอง,O,NO
509,Sentence: 2,ผบช.น.),O,NO
510,Sentence: 2,"
ซึ่ง",O,NO
511,Sentence: 2,รับผิดชอบ,O,NO
512,Sentence: 2,ดูแล,O,NO
513,Sentence: 2,ปัญหา,O,NO
514,Sentence: 2,นี้,O,NO
515,Sentence: 2,เปิดเผย,O,NO
516,Sentence: 2,ว่า,O,NO
517,Sentence: 2,หลังจากที่,O,NO
518,Sentence: 2,เจ้าหน้าที่,O,NO
519,Sentence: 2,ตำรวจ,O,NO
520,Sentence: 2,ได้,O,NO
521,Sentence: 2,เข้า,O,NO
522,Sentence: 2,ไป,O,NO
523,Sentence: 2,เข้มงวด,O,NO
524,Sentence: 2,การ,O,front_org
525,Sentence: 2,เข้า,O,NO
526,Sentence: 2,ออก,O,NO
527,Sentence: 2,ของ,O,NO
528,Sentence: 2,กลุ่ม,O,NO
529,Sentence: 2,วัยรุ่น,O,NO
530,Sentence: 2,"
และ",O,NO
531,Sentence: 2,ประสาน,O,NO
532,Sentence: 2,กับ,O,NO
533,Sentence: 2,ร้านค้า,O,NO
534,Sentence: 2,ภายใน,O,NO
535,Sentence: 2,เซ็นเตอร์,org_start,NO
536,Sentence: 2, ,org_cont,NO
537,Sentence: 2,พอยต์,org_end,NO
538,Sentence: 2,ทำให้,O,NO
539,Sentence: 2,สถานการณ์,O,NO
540,Sentence: 2,ดี,O,NO
541,Sentence: 2,ขึ้น,O,NO
542,Sentence: 2,มาก,O,NO
543,Sentence: 2,"
""",O,NO
544,Sentence: 2,หลังจาก,O,NO
545,Sentence: 2,มี,O,NO
546,Sentence: 2,ข่าว,O,NO
547,Sentence: 2,ทาง,O,NO
548,Sentence: 2,สื่อมวลชน,O,NO
549,Sentence: 2,พบ,O,NO
550,Sentence: 2,ว่า,O,NO
551,Sentence: 2,กลุ่ม,O,NO
552,Sentence: 2,วัยรุ่น,org_start,NO
553,Sentence: 2,ไปเที่ยว,org_cont,NO
554,Sentence: 2,เซ็นเตอร์,org_cont,NO
555,Sentence: 2, ,org_cont,NO
556,Sentence: 2,พอยต์,org_end,NO
557,Sentence: 2,กัน,O,NO
558,Sentence: 2,น้อย,O,NO
559,Sentence: 2,ลง,O,NO
560,Sentence: 2,"
พล.ต.ต.",O,NO
561,Sentence: 2,อุกฤษณ์,O,NO
562,Sentence: 2,บอก,O,NO
563,Sentence: 2,ด้วยว่า,O,NO
564,Sentence: 2,หลัง,O,NO
565,Sentence: 2,เทศกาล,O,NO
566,Sentence: 2,สงกรานต์,O,NO
567,Sentence: 2,เขา,O,NO
568,Sentence: 2,จะ,O,NO
569,Sentence: 2,เรียก,O,NO
570,Sentence: 2,ผู้,O,NO
571,Sentence: 2,ประกอบการ,O,NO
572,Sentence: 2,ใน,O,NO
573,Sentence: 2,เซ็นเตอร์,per_start,NO
574,Sentence: 2, ,per_cont,NO
575,Sentence: 2,พอยต์,per_end,NO
576,Sentence: 2,มา,O,NO
577,Sentence: 2,ประชุม,O,NO
578,Sentence: 2,หารือ,O,NO
579,Sentence: 2,อีก,O,NO
580,Sentence: 2,ครั้ง,O,NO
581,Sentence: 2,"
วัน",O,NO
582,Sentence: 2,เดียวกัน,O,NO
583,Sentence: 2,เจ้าหน้าที่,O,NO
584,Sentence: 2,ตำรวจ,O,NO
585,Sentence: 2,จาก,O,NO
586,Sentence: 2,กอง,O,NO
587,Sentence: 2,บังคับการ,O,NO
588,Sentence: 2,สาย,O,NO
589,Sentence: 2,ตรวจ,O,location_name
590,Sentence: 2,และ,O,location_name
591,Sentence: 2,ปฏิบัติการ,O,NO
592,Sentence: 2,พิเศษ,O,NO
593,Sentence: 2,(,O,NO
594,Sentence: 2,สปพ.,O,NO
595,Sentence: 2,),O,NO
596,Sentence: 2,"
นำ",O,NO
597,Sentence: 2,โดย,O,NO
598,Sentence: 2,พ.ต.ท.,O,front_person
599,Sentence: 2,ทนัย,per_start,NO
600,Sentence: 2, ,per_cont,NO
601,Sentence: 2,อภิชาติเสนีย์,per_end,NO
602,Sentence: 2,รอง,O,NO
603,Sentence: 2,ผกก.อก.สปพ.,O,NO
604,Sentence: 2,ได้,O,NO
605,Sentence: 2,นำ,O,NO
606,Sentence: 2,กำลัง,O,NO
607,Sentence: 2,เข้า,O,NO
608,Sentence: 2,ตรวจ,O,location_name
609,Sentence: 2,ค้น,O,NO
610,Sentence: 2,บ้านเลขที่,O,NO
611,Sentence: 2,64/116,O,NO
612,Sentence: 2,หมู่บ้าน,O,NO
613,Sentence: 2,โฮมอเวนิว,per_start,NO
614,Sentence: 2, ,per_cont,NO
615,Sentence: 2,2,per_end,NO
616,Sentence: 2,ซอย,O,NO
617,Sentence: 2,ราษฎร์พัฒนา,loc,location_name
618,Sentence: 2,ถนน,O,location_name
619,Sentence: 2,สุขาภิบาล,loc_start,front_org
620,Sentence: 2, ,loc_cont,NO
621,Sentence: 2,3,loc_end,NO
622,Sentence: 2,แขวง,O,NO
623,Sentence: 2,และ,O,location_name
624,Sentence: 2,เขต,O,NO
625,Sentence: 2,สะพานสูง,loc_start,location_name
626,Sentence: 2,กรุงเทพมหานคร,loc_end,location_name
627,Sentence: 2,(,O,NO
628,Sentence: 2,กทม.,loc,NO
629,Sentence: 2,),O,NO
630,Sentence: 3,นาย,O,front_person
631,Sentence: 3,อภิสิทธิ์,per_start,NO
632,Sentence: 3, ,per_cont,NO
633,Sentence: 3,เวชชาชีวะ,per_end,NO
634,Sentence: 3,รัฐมนตรี,O,front_person
635,Sentence: 3,ประจำ,O,NO
636,Sentence: 3,สำนัก,O,front_org
637,Sentence: 3,นายกรัฐมนตรี,org,NO
638,Sentence: 3,ใน,O,NO
639,Sentence: 3,ฐานะ,O,NO
640,Sentence: 3,รอง,O,NO
641,Sentence: 3,หัวหน้า,O,NO
642,Sentence: 3,พรรค,O,NO
643,Sentence: 3,ประชาธิปัตย์,org,location_name
644,Sentence: 3,"
กล่าว",O,NO
645,Sentence: 3,กรณี,O,NO
646,Sentence: 3,พรรค,O,NO
647,Sentence: 3,ไทยรักไทย,org,NO
648,Sentence: 3,ประกาศ,O,NO
649,Sentence: 3,ตัว,O,NO
650,Sentence: 3,นาง,O,front_person
651,Sentence: 3,สุดารัตน์,per_start,NO
